"subject_no" "activity" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAccMag-mean()" "fBodyAccMag-std()"
5 "WALKING_DOWNSTAIRS" 0.26571495 0.28669286 0.26571495 0.28669286 0.056657589 0.058017439 -0.20153487 -0.31837747 -0.34241787 -0.49681308 0.2377027 0.11305039
5 "WALKING_DOWNSTAIRS" 0.31882557 0.25197395 0.31882557 0.25197395 0.09544383 0.040523167 -0.10794005 -0.33815911 -0.33222507 -0.49375196 0.28377571 0.038768968
5 "WALKING_DOWNSTAIRS" 0.29709137 0.34511652 0.29709137 0.34511652 0.063092417 0.03637181 -0.18747422 -0.40290101 -0.39261011 -0.55944588 0.32255107 0.14799426
5 "WALKING_DOWNSTAIRS" 0.33518731 0.39354963 0.33518731 0.39354963 0.007414907 -0.097394417 -0.072124249 -0.36345613 -0.3303356 -0.48221602 0.23369167 0.25820409
5 "WALKING_DOWNSTAIRS" 0.3288265 0.33691791 0.3288265 0.33691791 0.053343618 -0.043013435 -0.13503042 -0.31636693 -0.34541104 -0.42430749 0.11485178 0.23790465
5 "WALKING_DOWNSTAIRS" 0.31561494 0.28460161 0.31561494 0.28460161 0.039942769 0.046886099 -0.14657831 -0.23910015 -0.36065647 -0.41454518 0.19078378 0.13417689
5 "WALKING_DOWNSTAIRS" 0.26290604 0.29254678 0.26290604 0.29254678 0.082494501 0.070159302 -0.22842574 -0.32768191 -0.34497788 -0.41830025 0.22588236 0.12712943
5 "WALKING_DOWNSTAIRS" 0.24533427 0.249201 0.24533427 0.249201 0.048223621 0.014418952 -0.29109785 -0.41375599 -0.34807707 -0.43197639 0.24879572 0.054838024
5 "WALKING_DOWNSTAIRS" 0.16965948 0.12917789 0.16965948 0.12917789 -0.092214733 -0.094987404 -0.30096465 -0.50200616 -0.4574243 -0.56428047 0.093872831 -0.027246554
5 "WALKING_DOWNSTAIRS" 0.19057908 0.19667901 0.19057908 0.19667901 -0.094138314 -0.074282242 -0.27600069 -0.49105182 -0.4617835 -0.55049332 0.1495441 0.035984516
5 "WALKING_DOWNSTAIRS" 0.18598059 -0.042373741 0.18598059 -0.042373741 -0.17851163 -0.35604995 -0.21921385 -0.49790427 -0.46737246 -0.63396873 -0.14980893 -0.13599486
5 "WALKING_DOWNSTAIRS" 0.18320963 -0.021544057 0.18320963 -0.021544057 -0.19393268 -0.41291178 -0.26812489 -0.4447689 -0.48141795 -0.62376772 -0.062015381 -0.15155827
5 "WALKING_DOWNSTAIRS" 0.18617362 -0.11200475 0.18617362 -0.11200475 -0.15165219 -0.28145978 -0.19692473 -0.20064243 -0.45095477 -0.52356548 -0.12001606 -0.24537991
5 "WALKING_DOWNSTAIRS" 0.1351033 -0.098487287 0.1351033 -0.098487287 -0.15008486 -0.25041265 -0.2068679 -0.22022987 -0.41911505 -0.50257775 -0.038077937 -0.2745289
5 "WALKING_DOWNSTAIRS" 0.084631645 -0.1584901 0.084631645 -0.1584901 -0.21006636 -0.34799751 -0.31823594 -0.47519614 -0.48105137 -0.58569647 -0.17893213 -0.27784257
5 "WALKING_DOWNSTAIRS" 0.0052754554 -0.17889978 0.0052754554 -0.17889978 -0.23019398 -0.29747453 -0.31116169 -0.38904606 -0.48318156 -0.55388149 -0.1359334 -0.33143296
5 "WALKING_DOWNSTAIRS" -0.032625599 -0.14918404 -0.032625599 -0.14918404 -0.29626601 -0.31243153 -0.30184615 -0.34254998 -0.50662116 -0.51275529 -0.26969983 -0.22069986
5 "WALKING_DOWNSTAIRS" -0.033851268 -0.18301056 -0.033851268 -0.18301056 -0.31650622 -0.39417846 -0.3141864 -0.40229782 -0.53078708 -0.53804557 -0.25044724 -0.27429378
5 "WALKING_DOWNSTAIRS" 0.15615798 -0.1774724 0.15615798 -0.1774724 -0.20529658 -0.3122223 -0.081221383 -0.38432013 -0.48516103 -0.56875607 -0.18266587 -0.30204231
5 "WALKING_DOWNSTAIRS" 0.031452562 -0.16054477 0.031452562 -0.16054477 -0.19484417 -0.28366922 -0.28510801 -0.41292377 -0.48593571 -0.59252005 -0.22620588 -0.25617278
5 "WALKING_DOWNSTAIRS" 0.11584817 -0.13107366 0.11584817 -0.13107366 -0.18260434 -0.22267878 -0.24590221 -0.18418513 -0.48376804 -0.6128245 -0.088668737 -0.29085414
5 "WALKING_DOWNSTAIRS" 0.094313046 -0.07840206 0.094313046 -0.07840206 -0.19093326 -0.30874349 -0.16498352 -0.24275841 -0.42914578 -0.59552452 -0.084625132 -0.21808466
5 "WALKING_DOWNSTAIRS" 0.079970977 -0.034917623 0.079970977 -0.034917623 -0.15971996 -0.23387547 -0.26376473 -0.42400826 -0.44319126 -0.56307204 -0.082576911 -0.15913972
5 "WALKING_DOWNSTAIRS" 0.090549057 -0.076442863 0.090549057 -0.076442863 -0.17980361 -0.15883926 -0.35584632 -0.41089266 -0.47386575 -0.54577531 -0.036064999 -0.24337452
5 "WALKING_DOWNSTAIRS" -0.024733723 -0.10774425 -0.024733723 -0.10774425 -0.26903326 -0.25419888 -0.37549441 -0.48920195 -0.5057333 -0.57119695 -0.13272447 -0.23257486
5 "WALKING_DOWNSTAIRS" 0.12747559 -0.1223492 0.12747559 -0.1223492 -0.18110528 -0.30614276 -0.12295266 -0.29228418 -0.50980268 -0.62756997 -0.17629152 -0.22975592
5 "WALKING_DOWNSTAIRS" 0.13076934 0.034751451 0.13076934 0.034751451 -0.12566338 -0.18204297 -0.20838117 -0.3296849 -0.48238186 -0.6092762 -0.058409935 -0.077425522
5 "WALKING_DOWNSTAIRS" 0.17017512 0.051480564 0.17017512 0.051480564 -0.087053285 -0.1145548 -0.16350488 -0.28040096 -0.4261893 -0.54147113 -0.07032267 -0.049661539
5 "WALKING_DOWNSTAIRS" 0.13296853 -0.040341272 0.13296853 -0.040341272 -0.15983207 -0.23941109 -0.24181097 -0.40678827 -0.45920015 -0.5623775 -0.066247233 -0.1752616
5 "WALKING_DOWNSTAIRS" 0.071082196 -0.15708341 0.071082196 -0.15708341 -0.2278794 -0.36062322 -0.31260752 -0.43757484 -0.53034927 -0.63776968 -0.14829295 -0.29296225
5 "WALKING_DOWNSTAIRS" 0.077253737 -0.062660118 0.077253737 -0.062660118 -0.22551619 -0.25473945 -0.2689521 -0.30094295 -0.51323171 -0.54392077 -0.10510206 -0.18532853
5 "WALKING_DOWNSTAIRS" 0.045406374 0.078918577 0.045406374 0.078918577 -0.15742191 -0.16801399 -0.20471241 -0.3207304 -0.3896853 -0.46879165 -0.031025962 -0.031977175
6 "WALKING_DOWNSTAIRS" -0.91459965 -0.87899542 -0.91459965 -0.87899542 -0.93319663 -0.88329075 -0.84128064 -0.84698966 -0.92853416 -0.85980871 -0.8908579 -0.89029457
6 "WALKING_DOWNSTAIRS" -0.96049193 -0.97404036 -0.96049193 -0.97404036 -0.9812198 -0.97658778 -0.92488958 -0.91112871 -0.98088493 -0.97955612 -0.971753 -0.97854291
6 "WALKING_DOWNSTAIRS" -0.96802018 -0.97518935 -0.96802018 -0.97518935 -0.98899353 -0.99275219 -0.9640252 -0.96240768 -0.98840095 -0.99038237 -0.97955218 -0.9753677
6 "WALKING_DOWNSTAIRS" -0.97567658 -0.98220805 -0.97567658 -0.98220805 -0.98910929 -0.99330248 -0.97055005 -0.9745676 -0.98837426 -0.99212566 -0.98287949 -0.98345026
6 "WALKING_DOWNSTAIRS" -0.97906374 -0.97999214 -0.97906374 -0.97999214 -0.98848098 -0.99130408 -0.97361208 -0.97535309 -0.99083148 -0.99184402 -0.9818153 -0.98085083
6 "WALKING_DOWNSTAIRS" -0.98110383 -0.9818938 -0.98110383 -0.9818938 -0.98720065 -0.98668085 -0.9776292 -0.96167836 -0.98755651 -0.97321277 -0.98237525 -0.98330959
6 "WALKING_DOWNSTAIRS" -0.97522615 -0.97628051 -0.97522615 -0.97628051 -0.98544674 -0.98686524 -0.96747616 -0.95367435 -0.98163609 -0.97307347 -0.97769104 -0.97796551
6 "WALKING_DOWNSTAIRS" -0.97867063 -0.97703814 -0.97867063 -0.97703814 -0.98510386 -0.98945588 -0.96523889 -0.96459235 -0.98209281 -0.9865583 -0.97815182 -0.97879312
6 "WALKING_DOWNSTAIRS" -0.98267996 -0.98097309 -0.98267996 -0.98097309 -0.99015563 -0.99025975 -0.97572544 -0.97078963 -0.98721747 -0.9869477 -0.98429068 -0.9808118
6 "WALKING_DOWNSTAIRS" -0.98665047 -0.98132393 -0.98665047 -0.98132393 -0.9947026 -0.99672549 -0.98672075 -0.98520754 -0.99418239 -0.9942802 -0.98834221 -0.97924139
6 "WALKING_DOWNSTAIRS" -0.99416291 -0.98975707 -0.99416291 -0.98975707 -0.99327728 -0.99514034 -0.99304566 -0.99406977 -0.99556143 -0.99691125 -0.98942397 -0.99059098
6 "WALKING_DOWNSTAIRS" -0.99626151 -0.99468622 -0.99626151 -0.99468622 -0.99414534 -0.99570616 -0.99344172 -0.99358411 -0.99599391 -0.99734165 -0.99402975 -0.9951161
6 "WALKING_DOWNSTAIRS" -0.98327111 -0.96120081 -0.98327111 -0.96120081 -0.98248412 -0.9662792 -0.97923037 -0.95583252 -0.98563342 -0.97304478 -0.9647975 -0.9639855
6 "WALKING_DOWNSTAIRS" -0.83151284 -0.81440042 -0.83151284 -0.81440042 -0.94206572 -0.94396648 -0.86971223 -0.8952113 -0.94581148 -0.95158593 -0.8610038 -0.82005947
6 "WALKING_DOWNSTAIRS" -0.92759983 -0.93023128 -0.92759983 -0.93023128 -0.95939536 -0.95135692 -0.92222736 -0.90481919 -0.95624696 -0.95771138 -0.94127657 -0.93403631
6 "WALKING_DOWNSTAIRS" -0.95674768 -0.96426593 -0.95674768 -0.96426593 -0.98188842 -0.98667665 -0.963322 -0.95551686 -0.97974586 -0.98114905 -0.97339545 -0.96379758
6 "WALKING_DOWNSTAIRS" -0.97975764 -0.97527927 -0.97975764 -0.97527927 -0.98643437 -0.99038383 -0.9741572 -0.97706716 -0.98640566 -0.98891296 -0.97831379 -0.97616855
6 "WALKING_DOWNSTAIRS" -0.98871131 -0.98964236 -0.98871131 -0.98964236 -0.98916229 -0.99250019 -0.97871977 -0.98286471 -0.9899528 -0.99098285 -0.98896469 -0.99075831
6 "WALKING_DOWNSTAIRS" -0.94881903 -0.89795584 -0.94881903 -0.89795584 -0.96103835 -0.92366585 -0.94592262 -0.90174347 -0.96476482 -0.93885643 -0.9150961 -0.90381767
6 "WALKING_DOWNSTAIRS" -0.89989392 -0.88386707 -0.89989392 -0.88386707 -0.93096683 -0.92084275 -0.89694952 -0.89454331 -0.93158373 -0.94095073 -0.888091 -0.89842127
6 "WALKING_DOWNSTAIRS" -0.92312304 -0.8883518 -0.92312304 -0.8883518 -0.94702327 -0.93595573 -0.91089588 -0.88816646 -0.94636231 -0.94612301 -0.90551311 -0.89565638
6 "WALKING_DOWNSTAIRS" -0.95159223 -0.9413423 -0.95159223 -0.9413423 -0.96380369 -0.94827583 -0.94114903 -0.91660111 -0.96515948 -0.96325101 -0.94261846 -0.94855345
6 "WALKING_DOWNSTAIRS" -0.95882262 -0.95560764 -0.95882262 -0.95560764 -0.97500362 -0.96212928 -0.95600916 -0.95037397 -0.97473425 -0.97310367 -0.95436593 -0.96215747
6 "WALKING_DOWNSTAIRS" -0.97396173 -0.98137506 -0.97396173 -0.98137506 -0.98925012 -0.99295033 -0.97496591 -0.97296955 -0.98831725 -0.98936723 -0.98145522 -0.98312901
6 "WALKING_DOWNSTAIRS" -0.97495668 -0.97335028 -0.97495668 -0.97335028 -0.98737109 -0.98687961 -0.9775223 -0.9590771 -0.9846317 -0.97580339 -0.97936261 -0.97296917
6 "WALKING_DOWNSTAIRS" -0.96663645 -0.97039502 -0.96663645 -0.97039502 -0.97977296 -0.98247391 -0.97003535 -0.95239126 -0.9777412 -0.97430582 -0.97337386 -0.9720839
6 "WALKING_DOWNSTAIRS" -0.96722454 -0.97701655 -0.96722454 -0.97701655 -0.98363732 -0.98575835 -0.97631956 -0.96466606 -0.98298578 -0.98427367 -0.97649384 -0.97983372
6 "WALKING_DOWNSTAIRS" -0.9771338 -0.97703268 -0.9771338 -0.97703268 -0.98789112 -0.98729923 -0.97687191 -0.95503642 -0.98531968 -0.97956343 -0.97876046 -0.97840953
6 "WALKING_DOWNSTAIRS" -0.97096829 -0.9618452 -0.97096829 -0.9618452 -0.98211364 -0.97038421 -0.95369585 -0.937503 -0.98021878 -0.96904459 -0.96458067 -0.96500314
6 "WALKING_DOWNSTAIRS" -0.96445757 -0.96832442 -0.96445757 -0.96832442 -0.97966465 -0.96973331 -0.93976676 -0.88413396 -0.97833879 -0.96848201 -0.96602623 -0.9736184
6 "WALKING_DOWNSTAIRS" -0.85577853 -0.76554804 -0.85577853 -0.76554804 -0.96297822 -0.90919978 -0.80788847 -0.75961639 -0.94368069 -0.86208681 -0.79422561 -0.78607152
6 "WALKING_DOWNSTAIRS" -0.96705565 -0.96767766 -0.96705565 -0.96767766 -0.99238505 -0.99265363 -0.89271748 -0.94326751 -0.99230277 -0.99502284 -0.97119886 -0.96948802
6 "WALKING_DOWNSTAIRS" -0.9774236 -0.95175837 -0.9774236 -0.95175837 -0.98278519 -0.96269908 -0.93283507 -0.94614221 -0.98423273 -0.96808662 -0.94671433 -0.96141055
6 "WALKING_DOWNSTAIRS" -0.97403081 -0.93548595 -0.97403081 -0.93548595 -0.97185187 -0.95076524 -0.95582403 -0.93885901 -0.97280247 -0.96002934 -0.94158489 -0.94095129
6 "WALKING_DOWNSTAIRS" -0.97975289 -0.95489965 -0.97975289 -0.95489965 -0.97627889 -0.9633877 -0.97670665 -0.95848732 -0.97860769 -0.96851063 -0.94908328 -0.9646537
6 "WALKING_DOWNSTAIRS" -0.99183575 -0.98993835 -0.99183575 -0.98993835 -0.99009972 -0.98535941 -0.98859781 -0.98470388 -0.99187699 -0.9853742 -0.98847554 -0.99165588
6 "WALKING_DOWNSTAIRS" -0.99509474 -0.99103024 -0.99509474 -0.99103024 -0.9918416 -0.98501311 -0.99137298 -0.98259969 -0.9939723 -0.98542919 -0.98943656 -0.99271995
6 "WALKING_DOWNSTAIRS" -0.98900407 -0.98162734 -0.98900407 -0.98162734 -0.98153335 -0.98080945 -0.98618024 -0.9763147 -0.98616233 -0.98109325 -0.97786807 -0.98627567
6 "WALKING_DOWNSTAIRS" -0.97052725 -0.9577766 -0.97052725 -0.9577766 -0.96239974 -0.95612055 -0.96551039 -0.95590792 -0.96473188 -0.96121929 -0.9532319 -0.96625333
6 "WALKING_DOWNSTAIRS" -0.96431364 -0.95484059 -0.96431364 -0.95484059 -0.95450937 -0.94883737 -0.95445308 -0.95045225 -0.95691899 -0.96106498 -0.94762229 -0.96571983
6 "WALKING_DOWNSTAIRS" -0.97293097 -0.95599062 -0.97293097 -0.95599062 -0.96634754 -0.95657472 -0.96540216 -0.95082341 -0.97202137 -0.96767951 -0.95398413 -0.96297965
6 "WALKING_DOWNSTAIRS" -0.97820457 -0.96448961 -0.97820457 -0.96448961 -0.97291098 -0.96683515 -0.97854817 -0.96534785 -0.98025694 -0.97460493 -0.96085284 -0.97134347
6 "WALKING_DOWNSTAIRS" -0.98484091 -0.98559352 -0.98484091 -0.98559352 -0.97762919 -0.97994944 -0.98533685 -0.98358461 -0.98498178 -0.98472666 -0.98306755 -0.98868009
6 "WALKING_DOWNSTAIRS" -0.98236157 -0.97703035 -0.98236157 -0.97703035 -0.97806433 -0.98035893 -0.97855298 -0.97174992 -0.98076605 -0.97726848 -0.97648155 -0.979869
6 "WALKING_DOWNSTAIRS" -0.96750283 -0.95646276 -0.96750283 -0.95646276 -0.95961621 -0.96067083 -0.94504643 -0.84785103 -0.96146077 -0.94280938 -0.94621819 -0.96966859
6 "WALKING_DOWNSTAIRS" -0.80127439 -0.71524115 -0.80127439 -0.71524115 -0.91031814 -0.87781523 -0.66108934 -0.75538242 -0.92088376 -0.90968932 -0.77360879 -0.730231
6 "WALKING_DOWNSTAIRS" -0.93110406 -0.91946118 -0.93110406 -0.91946118 -0.95651261 -0.96678905 -0.8366093 -0.85477748 -0.95871711 -0.97151948 -0.92340297 -0.92858825
6 "WALKING_DOWNSTAIRS" -0.96092414 -0.96061627 -0.96092414 -0.96061627 -0.96812036 -0.97050744 -0.93654351 -0.92739141 -0.96900562 -0.97103986 -0.95597455 -0.968752
6 "WALKING_DOWNSTAIRS" -0.97578635 -0.9794364 -0.97578635 -0.9794364 -0.97933147 -0.98657798 -0.96598434 -0.9776716 -0.98172643 -0.98703577 -0.97850998 -0.98217784
6 "WALKING_DOWNSTAIRS" -0.8647812 -0.66596805 -0.8647812 -0.66596805 -0.91179405 -0.81307118 -0.85134507 -0.63545253 -0.90820834 -0.80840011 -0.74953541 -0.67792797
6 "WALKING_DOWNSTAIRS" -0.80262889 -0.6909637 -0.80262889 -0.6909637 -0.8637926 -0.77041172 -0.79689959 -0.6357081 -0.8550293 -0.75600316 -0.74351134 -0.71193971
6 "WALKING_DOWNSTAIRS" -0.89678092 -0.8412764 -0.89678092 -0.8412764 -0.9211617 -0.82676971 -0.90079323 -0.80719157 -0.92133002 -0.807211 -0.83906408 -0.86617726
6 "WALKING_DOWNSTAIRS" -0.94875263 -0.94597066 -0.94875263 -0.94597066 -0.96685135 -0.96925039 -0.95505032 -0.96463653 -0.97109515 -0.97806678 -0.94811447 -0.95195755
6 "WALKING_DOWNSTAIRS" -0.97080542 -0.96676269 -0.97080542 -0.96676269 -0.97490734 -0.97612239 -0.9711902 -0.9773407 -0.97824965 -0.98087682 -0.96744115 -0.97037841
6 "WALKING_DOWNSTAIRS" -0.98502219 -0.98519091 -0.98502219 -0.98519091 -0.97997338 -0.98320771 -0.9813993 -0.98209191 -0.98409207 -0.9857689 -0.98248951 -0.98852792
6 "WALKING_DOWNSTAIRS" -0.98889627 -0.98841402 -0.98889627 -0.98841402 -0.98573011 -0.98763628 -0.9869429 -0.98737923 -0.98756039 -0.99027981 -0.98750922 -0.989872
6 "WALKING_DOWNSTAIRS" -0.99147117 -0.99294872 -0.99147117 -0.99294872 -0.98718739 -0.98878697 -0.98664589 -0.98305221 -0.98697659 -0.98873614 -0.99139917 -0.99439486
6 "WALKING_DOWNSTAIRS" -0.98289422 -0.98205377 -0.98289422 -0.98205377 -0.98174881 -0.98656799 -0.98439103 -0.97993097 -0.98383805 -0.98840715 -0.98255916 -0.98342946
6 "WALKING_DOWNSTAIRS" -0.97807212 -0.97943236 -0.97807212 -0.97943236 -0.97888181 -0.98845759 -0.98241708 -0.97927483 -0.98409938 -0.99019305 -0.97869836 -0.98204021
6 "WALKING_DOWNSTAIRS" -0.76385392 -0.80224103 -0.76385392 -0.80224103 -0.87997811 -0.87795603 -0.63490885 -0.67706176 -0.85382826 -0.83381625 -0.8475245 -0.81013686
6 "WALKING_DOWNSTAIRS" -0.79168321 -0.85535323 -0.79168321 -0.85535323 -0.90605181 -0.90497887 -0.82477848 -0.85415978 -0.9068153 -0.91795262 -0.86901922 -0.8693801
6 "WALKING_DOWNSTAIRS" -0.82907535 -0.92968759 -0.82907535 -0.92968759 -0.91389589 -0.92728431 -0.89620323 -0.90375989 -0.92080749 -0.94492231 -0.92525721 -0.94224408
6 "WALKING_DOWNSTAIRS" -0.90247471 -0.88680191 -0.90247471 -0.88680191 -0.94190729 -0.92990931 -0.92879052 -0.92179427 -0.9472475 -0.93902178 -0.91022763 -0.8914894
6 "WALKING_DOWNSTAIRS" -0.96998834 -0.95815323 -0.96998834 -0.95815323 -0.9755571 -0.97648451 -0.95526354 -0.97051662 -0.9733746 -0.97243464 -0.96290434 -0.9607888
6 "WALKING_DOWNSTAIRS" -0.97585668 -0.97582477 -0.97585668 -0.97582477 -0.9720645 -0.97363158 -0.96397016 -0.97027997 -0.97007163 -0.97298692 -0.9737741 -0.97989622
6 "WALKING_DOWNSTAIRS" -0.97641188 -0.97711175 -0.97641188 -0.97711175 -0.97397255 -0.97417804 -0.97260818 -0.97200814 -0.97500095 -0.97975824 -0.97599534 -0.98032589
6 "WALKING_DOWNSTAIRS" -0.98544599 -0.98558931 -0.98544599 -0.98558931 -0.97904826 -0.97874843 -0.97995541 -0.98340427 -0.98018045 -0.98567158 -0.98212578 -0.98955139
6 "WALKING_DOWNSTAIRS" -0.9841831 -0.97536235 -0.9841831 -0.97536235 -0.97513385 -0.97321961 -0.97476867 -0.95082608 -0.97640794 -0.97336699 -0.97268334 -0.97995361
6 "WALKING_DOWNSTAIRS" -0.95973405 -0.95018728 -0.95973405 -0.95018728 -0.97145461 -0.96786247 -0.96470849 -0.93212824 -0.96807957 -0.96128767 -0.96126673 -0.95091424
6 "WALKING_DOWNSTAIRS" -0.96089286 -0.9535067 -0.96089286 -0.9535067 -0.97204851 -0.97328809 -0.96822175 -0.94678898 -0.96845717 -0.96471926 -0.9635918 -0.95422309
6 "WALKING_DOWNSTAIRS" -0.98525364 -0.98637806 -0.98525364 -0.98637806 -0.97686835 -0.98310763 -0.98022058 -0.97718469 -0.98024095 -0.9793015 -0.98184803 -0.99133309
6 "WALKING_DOWNSTAIRS" -0.98139321 -0.98564035 -0.98139321 -0.98564035 -0.98310691 -0.98842624 -0.9817797 -0.98427198 -0.98711947 -0.98942934 -0.98564689 -0.98681415
6 "WALKING_DOWNSTAIRS" -0.3948375 0.19135893 -0.3948375 0.19135893 -0.89313554 -0.8698423 -0.49620863 -0.74655095 -0.89093694 -0.84503619 -0.015509067 0.10723114
6 "WALKING_DOWNSTAIRS" -0.90063154 -0.88707247 -0.90063154 -0.88707247 -0.95216321 -0.94081568 -0.69665665 -0.79512787 -0.95697103 -0.95374105 -0.92276034 -0.88695278
6 "WALKING_DOWNSTAIRS" -0.95303965 -0.96061966 -0.95303965 -0.96061966 -0.96738059 -0.95998636 -0.85358243 -0.86836336 -0.97196631 -0.97276009 -0.95778569 -0.96746665
6 "WALKING_DOWNSTAIRS" -0.95126292 -0.97082782 -0.95126292 -0.97082782 -0.9668049 -0.96371923 -0.9400175 -0.9412421 -0.97473151 -0.9771633 -0.96796418 -0.97620179
6 "WALKING_DOWNSTAIRS" -0.96921362 -0.97050832 -0.96921362 -0.97050832 -0.97812913 -0.98066691 -0.96769946 -0.97741929 -0.98223357 -0.98191305 -0.97996676 -0.96896294
6 "WALKING_DOWNSTAIRS" -0.98638109 -0.98512707 -0.98638109 -0.98512707 -0.98406135 -0.98423635 -0.97220839 -0.983627 -0.98618888 -0.98662696 -0.98492018 -0.98652557
6 "WALKING_DOWNSTAIRS" -0.98136459 -0.98326126 -0.98136459 -0.98326126 -0.98567592 -0.98442208 -0.97918637 -0.98363959 -0.98658383 -0.98865483 -0.98457586 -0.98392616
6 "WALKING_DOWNSTAIRS" -0.98323737 -0.98655657 -0.98323737 -0.98655657 -0.98900749 -0.99339788 -0.9859141 -0.98929827 -0.98915315 -0.99045324 -0.98958675 -0.98567619
6 "WALKING_DOWNSTAIRS" -0.98545367 -0.97784386 -0.98545367 -0.97784386 -0.98230913 -0.97691775 -0.97627648 -0.96504343 -0.98069405 -0.97138567 -0.97589467 -0.98154949
6 "WALKING_DOWNSTAIRS" -0.98299896 -0.97776712 -0.98299896 -0.97776712 -0.97687424 -0.97777805 -0.97053913 -0.96772276 -0.97391985 -0.97185548 -0.97447329 -0.98252063
6 "WALKING_DOWNSTAIRS" -0.98574103 -0.99004554 -0.98574103 -0.99004554 -0.980645 -0.98823251 -0.97792032 -0.98405105 -0.9777729 -0.98200761 -0.98871375 -0.99162592
6 "WALKING_DOWNSTAIRS" -0.98828861 -0.99095732 -0.98828861 -0.99095732 -0.98458799 -0.9874554 -0.97991034 -0.98374529 -0.98044365 -0.98185111 -0.98786958 -0.99410266
6 "WALKING_DOWNSTAIRS" -0.98579653 -0.97963923 -0.98579653 -0.97963923 -0.98144331 -0.97508306 -0.97735086 -0.96843872 -0.97703116 -0.97352771 -0.97868629 -0.98236071
6 "WALKING_DOWNSTAIRS" -0.97158717 -0.95318415 -0.97158717 -0.95318415 -0.96651802 -0.94578937 -0.95647959 -0.90292281 -0.95953529 -0.94429084 -0.9531025 -0.95936792
6 "WALKING_DOWNSTAIRS" -0.94894045 -0.93415584 -0.94894045 -0.93415584 -0.94735111 -0.9250562 -0.93711786 -0.89243696 -0.94391236 -0.93305673 -0.93350411 -0.94363825
6 "WALKING_DOWNSTAIRS" -0.27841434 -0.41570962 -0.27841434 -0.41570962 -0.38074003 -0.39412382 -0.24484821 -0.4811103 -0.54542044 -0.60806296 -0.33840098 -0.55492507
6 "WALKING_DOWNSTAIRS" -0.17479405 -0.22740222 -0.17479405 -0.22740222 -0.23416397 -0.067679073 -0.28153444 -0.52700802 -0.4679957 -0.52272172 -0.16853158 -0.38253019
6 "WALKING_DOWNSTAIRS" -0.17839052 -0.21429281 -0.17839052 -0.21429281 -0.21487704 0.022048453 -0.30321458 -0.50330617 -0.43792034 -0.51281746 -0.17826062 -0.35731022
6 "WALKING_DOWNSTAIRS" -0.24007014 -0.42717213 -0.24007014 -0.42717213 -0.28265112 -0.19640887 -0.34268905 -0.4959806 -0.45957685 -0.55735694 -0.36164127 -0.55648129
6 "WALKING_DOWNSTAIRS" -0.25815093 -0.41255918 -0.25815093 -0.41255918 -0.32774328 -0.19212051 -0.3885485 -0.49059829 -0.50488549 -0.56331557 -0.34850346 -0.54305012
6 "WALKING_DOWNSTAIRS" -0.2914571 -0.4073992 -0.2914571 -0.4073992 -0.37041379 -0.19142764 -0.45498134 -0.54933165 -0.5464559 -0.60642761 -0.34891272 -0.53471206
6 "WALKING_DOWNSTAIRS" -0.3175859 -0.45685742 -0.3175859 -0.45685742 -0.35024285 -0.25753678 -0.44781301 -0.54990322 -0.52415623 -0.61516114 -0.40294981 -0.57343144
6 "WALKING_DOWNSTAIRS" -0.28910732 -0.31829039 -0.28910732 -0.31829039 -0.33060541 -0.2064177 -0.29965815 -0.29089833 -0.54389866 -0.63784301 -0.32554349 -0.41958979
6 "WALKING_DOWNSTAIRS" -0.26967562 -0.28672087 -0.26967562 -0.28672087 -0.30515378 -0.15606886 -0.23517621 -0.23656765 -0.60172282 -0.63542981 -0.27690609 -0.40276016
6 "WALKING_DOWNSTAIRS" -0.25461782 -0.28386292 -0.25461782 -0.28386292 -0.25029758 -0.13518077 -0.29677072 -0.40388826 -0.53998472 -0.58836548 -0.27336808 -0.40074319
6 "WALKING_DOWNSTAIRS" -0.21442813 -0.25587458 -0.21442813 -0.25587458 -0.27862021 -0.10254071 -0.34983977 -0.51099552 -0.50062653 -0.63177576 -0.20603165 -0.40099326
6 "WALKING_DOWNSTAIRS" -0.18323697 -0.23323339 -0.18323697 -0.23323339 -0.25122297 0.01946 -0.40656397 -0.50294345 -0.49601206 -0.57922556 -0.18559605 -0.38043572
6 "WALKING_DOWNSTAIRS" -0.15192549 -0.16888447 -0.15192549 -0.16888447 -0.21717081 0.071984212 -0.373675 -0.46462564 -0.41919321 -0.43979349 -0.115398 -0.32965067
6 "WALKING_DOWNSTAIRS" -0.16052616 -0.19644966 -0.16052616 -0.19644966 -0.18685876 0.13995277 -0.3308407 -0.47472626 -0.40493873 -0.41463644 -0.11343601 -0.3722208
6 "WALKING_DOWNSTAIRS" -0.20531392 -0.31121751 -0.20531392 -0.31121751 -0.21851592 0.094666492 -0.35481034 -0.50422941 -0.46026423 -0.52764367 -0.14216589 -0.53668021
6 "WALKING_DOWNSTAIRS" -0.28927399 -0.38016079 -0.28927399 -0.38016079 -0.37078044 -0.25392859 -0.38574813 -0.40021751 -0.53582532 -0.56773699 -0.35958172 -0.48800122
